index,x,y,1 clusters,2 clusters,3 clusters,4 clusters,5 clusters,6 clusters,7 clusters,8 clusters,9 clusters,optimal cluster,type_ex,operation_ex,amount_ex,balance_ex,bank_ex,k_symbol_ex,type,operation,amount,balance,bank,k_symbol,anomaly_scores,label
1010.0,0.007830045148463095,0.012880007627309951,0.0,0,1,1,1,0,1,0,1,2,0.15093805763384593,0.17871846830394095,0.23376152945820022,0.12138983535090084,0.1591050953315181,0.15608701392159383,ISSUE,TRANSFER TO ACCOUNT,39318.0,45861.0,WX,unknown,0.8545468904580962,1.0
1011.0,0.008701216599700216,0.01248376765807048,0.0,0,1,1,1,0,6,6,8,2,0.15075157413728438,0.17823400130055178,0.23381320887872858,0.12130491292110353,0.15938332357961746,0.1565129791827143,ISSUE,TRANSFER TO ACCOUNT,39331.0,47020.0,ST,unknown,0.8538440747188668,1.0
1012.0,0.00885411181013057,0.012578056419061047,0.0,0,1,1,1,0,6,6,8,2,0.15029581676828394,0.17843551993617068,0.2340362017346509,0.12132374612338277,0.1592422186705834,0.15666649676692823,ISSUE,TRANSFER TO ACCOUNT,39245.0,46409.0,KL,DUCHO,0.8583240210672856,1.0
1013.0,0.008189921991007697,0.012628712294916826,0.0,0,1,1,1,0,1,0,1,2,0.1509041939914806,0.17891947242487033,0.23361945694618447,0.12120441737574708,0.15902904237974197,0.1563234168819755,ISSUE,TRANSFER TO ACCOUNT,39390.0,45038.0,KL,unknown,0.8532199745772219,1.0
1014.0,0.008851721311330826,0.011883980553534393,0.0,0,1,1,1,0,6,6,8,2,0.15099172373770756,0.17916399822013881,0.2334579874848551,0.12102897134862238,0.158932543242254,0.15642477596642224,ISSUE,TRANSFER TO ACCOUNT,39374.0,44388.0,KL,SIPO,0.8596999781935373,1.0
1015.0,0.008593980196198583,0.01248812144786911,0.0,0,1,1,1,0,6,6,8,2,0.15067889228279324,0.17829417369365136,0.23370817921923695,0.12127613832381884,0.15942032419598162,0.156622292284518,ISSUE,TRANSFER TO ACCOUNT,39464.0,46978.0,ST,DUCHO,0.8533110189640173,1.0
1016.0,0.006806918742728341,0.012399171512995926,0.0,0,1,1,1,0,1,0,1,2,0.1513498545271665,0.1791293668733032,0.23287183016375695,0.12166634772507616,0.15936389267118684,0.15561870803951028,ISSUE,TRANSFER TO ACCOUNT,39199.0,43739.0,IJ,SIPO,0.8678296072522236,1.0
1017.0,0.008597750389843886,0.012481503390363267,0.0,0,1,1,1,0,6,6,8,2,0.15067849169347344,0.1782947289951539,0.23370651183734986,0.12127753784823753,0.15941911791087085,0.1566236117149144,ISSUE,TRANSFER TO ACCOUNT,39439.0,47014.0,CD,SIPO,0.8533110189640173,1.0
1018.0,0.0080552515148029,0.013469838278405886,0.0,0,1,1,1,0,1,0,1,2,0.15048828221944635,0.17785580996465192,0.23449731286137215,0.12178407702788124,0.15909882150150695,0.15627569642514139,ISSUE,TRANSFER TO ACCOUNT,39306.0,48202.0,KL,unknown,0.8633680655551333,1.0
1019.0,0.00746480668716917,0.01288701694905571,0.0,0,1,1,1,0,1,0,1,2,0.1509851769212951,0.1790832176336216,0.23352432381882426,0.1211325014678473,0.1589285535593548,0.15634622659905695,ISSUE,TRANSFER TO ACCOUNT,39369.0,44702.0,CD,SIPO,0.8561661534541853,1.0
1020.0,-0.011202877233306761,-0.011504520992300982,0.0,1,2,2,0,2,2,2,4,2,0.1532932267464603,0.18124451967248326,0.20930189332001828,0.13889199755058027,0.15597938822060384,0.161288974489854,CREDIT,TRANSFER FROM ACCOUNT,6000.0,99552.0,OP,UVER,0.7213179927724543,1.0
1021.0,-0.009861621104846022,-0.01289460134872369,0.0,1,2,2,4,1,4,4,6,2,0.15389338350972218,0.18282998744416315,0.20832951606108777,0.13767709579126036,0.1559901916312595,0.16127982556250692,CREDIT,TRANSFER FROM ACCOUNT,5929.0,96438.0,IJ,UVER,0.6535469583394687,1.0
1022.0,-0.010045093474217991,-0.012370881484109343,0.0,1,2,2,0,2,2,2,6,2,0.15398455017505408,0.18205133328860326,0.2087388435711261,0.13778395457888457,0.1558663835494007,0.16157493483693144,CREDIT,TRANSFER FROM ACCOUNT,5796.0,97298.0,QR,UVER,0.6847402516425471,1.0
1023.0,-0.009804643972435112,-0.012922611359494244,0.0,1,2,2,4,1,4,4,6,2,0.15392598459915344,0.18280776556616823,0.2083267544952152,0.13765713822328,0.15601026458721162,0.16127209252897148,CREDIT,TRANSFER FROM ACCOUNT,6166.0,96294.0,KL,UVER,0.6546885188834854,1.0
1024.0,-0.011477515338456683,-0.01094595403469555,0.0,1,2,2,0,2,2,2,4,2,0.15379254067933867,0.18135553227059237,0.20944502192982123,0.1385067400586807,0.15498053725602512,0.1619196278055419,CREDIT,TRANSFER FROM ACCOUNT,5761.0,98995.0,IJ,UVER,0.7066760911074123,1.0
1025.0,-0.008702150608959656,-0.014509188505105878,0.0,1,2,2,4,1,4,4,0,2,0.15418766036288173,0.18319703393444897,0.20777992328440256,0.1381355860642823,0.15609028276751707,0.16060951358646727,CREDIT,TRANSFER FROM ACCOUNT,5979.0,94679.0,OP,UVER,0.6275087852758588,1.0
1026.0,-0.009870579275860492,-0.013219168151477632,0.0,1,2,2,4,1,4,4,6,2,0.1539160720670872,0.1813839461633056,0.20929560031734484,0.138779100132355,0.1550219388169419,0.16160334250296562,CREDIT,TRANSFER FROM ACCOUNT,5975.0,98978.0,KL,UVER,0.7029807186523862,1.0
1027.0,-0.010277528915289642,-0.011994631501620862,0.0,1,2,2,0,2,2,2,6,2,0.15366980188071924,0.18268241862501422,0.20866081236099396,0.13752598699553886,0.15586176061477902,0.1615992195229547,CREDIT,TRANSFER FROM ACCOUNT,5706.0,96537.0,QR,UVER,0.658689418840984,1.0
1028.0,-0.010807222695062072,-0.01195148998113121,0.0,1,2,2,0,2,2,2,4,2,0.1533020493795698,0.18120526019032385,0.2092560725403507,0.13887902037202376,0.15610153438184218,0.1612560631358897,CREDIT,TRANSFER FROM ACCOUNT,6015.0,99807.0,KL,UVER,0.7246768383017836,1.0
1029.0,-0.010884453628665587,-0.011267939832699799,0.0,1,2,2,0,2,2,2,4,2,0.15370736039380753,0.18153758717237772,0.20929695372580767,0.13808612685933042,0.15531188050781874,0.16206009134085791,CREDIT,TRANSFER FROM ACCOUNT,5615.0,98506.0,CD,UVER,0.7007270497087456,1.0
1030.0,-0.010739641047216864,-0.011982284404711632,0.0,1,2,2,0,2,2,2,4,2,0.15352517768671956,0.18322272288303817,0.20835346649046826,0.13767609971457967,0.15622706077503046,0.1609954724501638,CREDIT,TRANSFER FROM ACCOUNT,6347.0,95781.0,OP,UVER,0.6499496428125641,1.0
1031.0,-0.010428802369570339,-0.01194570181577784,0.0,1,2,2,0,2,2,2,4,2,0.15380254461083914,0.1822090541040308,0.20871603590504823,0.1377484103572848,0.1558533922031594,0.16167056281963757,CREDIT,TRANSFER FROM ACCOUNT,5777.0,97190.0,KL,UVER,0.6784200841482227,1.0
1032.0,-0.010576209663134448,-0.01187995805342122,0.0,1,2,2,0,2,2,2,4,2,0.1540882290025537,0.18205716635060826,0.2086311349252527,0.1378251310811857,0.15587919724449892,0.16151914139590073,CREDIT,TRANSFER FROM ACCOUNT,5907.0,97394.0,KL,UVER,0.6808016841197166,1.0
1033.0,-0.009515878821927632,-0.013245037909143297,0.0,1,2,2,4,1,4,4,0,2,0.15405838153129517,0.18233399652973026,0.20838189282036193,0.1378804213945695,0.15600087505369253,0.1613444326703506,CREDIT,TRANSFER FROM ACCOUNT,6118.0,96904.0,EF,UVER,0.6744191841907237,1.0
1034.0,-0.008023655633486284,-0.01424439561957133,0.0,1,2,2,4,1,4,4,0,2,0.15418290518089287,0.18169808095358522,0.20905593365602054,0.13841483064048718,0.15526569533184323,0.16138255423717104,CREDIT,TRANSFER FROM ACCOUNT,5979.0,98637.0,IJ,UVER,0.7007600033952142,1.0
1035.0,-0.010505090838134144,-0.012792606245612473,0.0,1,2,2,0,2,2,2,6,2,0.15404076832291497,0.18198894803055685,0.20845180570099703,0.13837218993328118,0.15567470387883153,0.1614715841334184,CREDIT,TRANSFER FROM ACCOUNT,6008.0,98255.0,CD,UVER,0.6915052535914036,1.0
1036.0,-0.00946054555714946,-0.014086901523889282,0.0,1,2,2,4,1,4,4,0,2,0.15425951958432224,0.18317178975614018,0.20775886588932904,0.13814881453478667,0.1560797274652102,0.16058128277021178,CREDIT,TRANSFER FROM ACCOUNT,6057.0,95163.0,EF,UVER,0.6325341708289777,1.0
1037.0,-0.010608195941988944,-0.012684027914794314,0.0,1,2,2,0,2,2,2,6,2,0.15404077068028285,0.1819881325066375,0.20845453343534265,0.1383664675349661,0.15568289873379454,0.16146719710897645,CREDIT,TRANSFER FROM ACCOUNT,5923.0,97959.0,KL,UVER,0.6915052535914036,1.0
1038.0,-0.011011848449227958,-0.012103017451435417,0.0,1,2,2,0,2,2,2,4,2,0.15395001731566993,0.18136277014015642,0.20929145611655114,0.1387598812925321,0.15503998318216552,0.16159589195292484,CREDIT,TRANSFER FROM ACCOUNT,6130.0,98860.0,EF,UVER,0.7041222791964025,1.0
1039.0,-0.010168228353105373,-0.012578189511177649,0.0,1,2,2,0,2,2,2,6,2,0.15389347827850544,0.18282958116599884,0.20833041712114453,0.13767730870943445,0.1559892343102985,0.16127998041461827,CREDIT,TRANSFER FROM ACCOUNT,5952.0,96352.0,KL,UVER,0.6535469583394687,1.0
1040.0,0.008415617361373194,0.011969886108033075,0.0,0,1,1,1,0,6,6,8,2,0.15061948199837352,0.17884957319871106,0.23349856120888388,0.12169626536089918,0.15900870772567066,0.15632741050746163,ISSUE,TRANSFER TO ACCOUNT,42501.0,45845.0,YZ,SIPO,0.8589182393274588,1.0
1041.0,0.008349663187997415,0.012061756148936101,0.0,0,1,1,1,0,6,6,8,2,0.15059018010989708,0.17834955469272518,0.233561909158488,0.12188036245577877,0.1591252880728535,0.15649270551025743,ISSUE,TRANSFER TO ACCOUNT,42476.0,46608.0,YZ,SIPO,0.8592104079370433,1.0
1042.0,0.008317189514440784,0.012212566824087386,0.0,0,1,1,1,0,6,6,1,2,0.1505305529008672,0.17839734242417896,0.23362662843107518,0.12181450801427242,0.15919007223218945,0.15644089599741678,ISSUE,TRANSFER TO ACCOUNT,42354.0,46459.0,YZ,DUCHO,0.8576931438893127,1.0
1043.0,0.008337312835698335,0.012084639766740603,0.0,0,1,1,1,0,6,6,1,2,0.15049556154250027,0.1784883569027905,0.23366749437043785,0.12197014204174683,0.15896510188513452,0.15641334325738998,ISSUE,TRANSFER TO ACCOUNT,42888.0,47749.0,YZ,DUCHO,0.902057242064157,1.0
1044.0,0.008008900421583016,0.012738338491042046,0.0,0,1,1,1,0,1,0,1,2,0.15065438794326652,0.17817943131210684,0.23377050310463163,0.1216295417843135,0.1591551014791937,0.15661103437648768,ISSUE,TRANSFER TO ACCOUNT,42728.0,46866.0,YZ,DUCHO,0.8679038395680583,1.0
1045.0,0.00785287452373583,0.012680924537757477,0.0,0,1,1,1,0,1,0,1,2,0.1504112134976272,0.17897325047716495,0.2338175022134861,0.12176348520428662,0.15882408758075664,0.15621046102667854,ISSUE,TRANSFER TO ACCOUNT,42655.0,44209.0,YZ,DUCHO,0.8660010005010483,1.0
1046.0,0.007766772323046057,0.01195349152861426,0.0,0,1,1,1,0,1,0,1,2,0.15017259270773634,0.17820715766315293,0.23370531289060026,0.1225688783177588,0.15876197326949856,0.1565840851512531,ISSUE,TRANSFER TO ACCOUNT,42638.0,47963.0,YZ,DUCHO,0.8892168962375411,1.0
1047.0,0.008424700411867657,0.011958908817975258,0.0,0,1,1,1,0,6,6,8,2,0.15061912727099697,0.17885099208632096,0.23349483970692522,0.12169957449630067,0.1590048754019102,0.1563305910375459,ISSUE,TRANSFER TO ACCOUNT,42553.0,45679.0,YZ,SIPO,0.8589182393274588,1.0
1048.0,0.008244131695389716,0.012254478995759913,0.0,0,1,1,1,0,1,0,1,2,0.15071099577398392,0.17818349610961282,0.23351881271998956,0.12167755864803506,0.1592328049163808,0.15667633183199778,ISSUE,TRANSFER TO ACCOUNT,42229.0,47381.0,YZ,DUCHO,0.8620584656684451,1.0
1049.0,0.00926277589594909,0.01166969661220329,0.0,0,1,1,1,0,6,6,8,2,0.15033863348764037,0.1781021734563519,0.23410037037330905,0.12253026495036243,0.15870167543578453,0.15622688229655154,ISSUE,TRANSFER TO ACCOUNT,42797.0,48508.0,YZ,DUCHO,0.9061160407718744,1.0
1050.0,0.007777781197934961,0.011716816901896828,0.0,0,1,1,1,0,1,0,1,2,0.15076655282910992,0.17834346994485142,0.2331429586799962,0.12217209813130554,0.1588759740425108,0.15669894637222614,ISSUE,TRANSFER FROM ACCOUNT,42303.0,47888.0,YZ,unknown,0.8739449108220566,1.0
1051.0,0.007788420628480883,0.01273097867322083,0.0,0,1,1,1,0,1,0,1,2,0.1504941860489345,0.17885527154436445,0.23383518963736352,0.12178079339852886,0.15888565653100592,0.15614890283980282,ISSUE,TRANSFER FROM ACCOUNT,42653.0,44846.0,YZ,SIPO,0.8639958866221636,1.0
1052.0,0.008248266828450963,0.012460722623259535,0.0,0,1,1,1,0,1,0,1,2,0.1504754764551075,0.178516992444086,0.2336430007697637,0.1214969456850397,0.15917556303524089,0.15669202161076212,ISSUE,TRANSFER FROM ACCOUNT,42851.0,47065.0,YZ,SIPO,0.8867552662750363,1.0
1053.0,0.008090819283103262,0.012436518423608135,0.0,0,1,1,1,0,1,0,1,2,0.15051353100086326,0.17844415525638227,0.23366728909622803,0.12179319718593778,0.15916729708064775,0.15641453037994094,ISSUE,TRANSFER FROM ACCOUNT,42683.0,46231.0,YZ,DUCHO,0.8606806180262194,1.0
1054.0,0.00777295449685842,0.012446075245193599,0.0,0,1,1,1,0,1,0,1,2,0.15062202480462564,0.1788268719717173,0.23349107053373222,0.1216999776727339,0.15903116120535501,0.15632889381183598,ISSUE,TRANSFER FROM ACCOUNT,42581.0,45421.0,YZ,DUCHO,0.8601333644790993,1.0
1055.0,0.0080695476886977,0.012214412689817905,0.0,0,1,1,1,0,1,0,1,2,0.15061949163922,0.1788490438692096,0.23349976092447974,0.1216961496470385,0.15900838419389443,0.15632716972615773,ISSUE,TRANSFER FROM ACCOUNT,42647.0,45549.0,YZ,unknown,0.8589182393274588,1.0
1056.0,0.007724630871416387,0.012321015816902071,0.0,0,1,1,1,0,1,0,1,2,0.15018179153790456,0.17840271084565398,0.23350130883752854,0.12199847497945643,0.15921998942489893,0.1566957243745576,CREDIT,TRANSFER FROM ACCOUNT,42849.0,47627.0,YZ,DUCHO,0.9001964720574687,1.0
1057.0,0.007862467249472324,0.012387017427594696,0.0,0,1,1,1,0,1,0,1,2,0.1506220337193358,0.17882677188281423,0.23349108611594777,0.12170012570101324,0.15903100406877937,0.1563289785121096,CREDIT,TRANSFER FROM ACCOUNT,42653.0,45398.0,YZ,unknown,0.8601333644790993,1.0
1058.0,0.008086541403321466,0.012219493356832662,0.0,0,1,1,1,0,1,0,1,2,0.1506049983322455,0.17886334617706087,0.23351826917980514,0.12169056715841696,0.1590073628517603,0.15631545630071134,CREDIT,TRANSFER FROM ACCOUNT,42682.0,45299.0,YZ,unknown,0.8621010822758107,1.0
1059.0,0.007971114950341128,0.012303135789068812,0.0,0,1,1,1,0,1,0,1,2,0.15052943928910553,0.17878091788789086,0.23355418927838673,0.12178897984543656,0.15894357077177837,0.15640290292740194,CREDIT,TRANSFER FROM ACCOUNT,42430.0,46126.0,YZ,SIPO,0.8595492923898876,1.0
1060.0,-0.008076774491745778,-0.010052410020830219,0.0,1,2,0,2,5,3,7,7,2,0.15443244141323864,0.18142022682686537,0.21064371642329321,0.13562699238086517,0.1569639379367237,0.1609126850190139,ISSUE,TRANSFER TO ACCOUNT,5058.6675562946375,73423.86672078575,EF,POJISTNE,0.30289318580220587,1.0
1061.0,-0.006800682337522278,-0.012012387765085744,0.0,1,0,0,2,4,5,1,3,2,0.15505200235395097,0.18245628749334425,0.20950299692940352,0.13534941129766445,0.15740379472318503,0.16023550720245186,ISSUE,TRANSFER TO ACCOUNT,5841.963558963834,71610.4295617998,EF,POJISTNE,0.26687153437556427,1.0
1062.0,-0.007238719857608571,-0.01195459869135435,0.0,1,0,0,2,4,5,1,3,2,0.1549440078150357,0.18254461457347917,0.20934920808426438,0.13543149261382265,0.15721443179250785,0.16051624512089027,ISSUE,TRANSFER TO ACCOUNT,6233.081651046119,72276.58572694683,EF,POJISTNE,0.26944010898554793,1.0
1063.0,-0.006685020027122424,-0.012651542489823062,0.0,1,0,0,2,4,5,1,3,2,0.1548881653048301,0.18251937749810532,0.2091503686448892,0.1350100747093026,0.1568646236042203,0.16156739023865246,ISSUE,TRANSFER TO ACCOUNT,5834.828367191765,69643.41855349843,EF,POJISTNE,0.249326677314921,1.0
1064.0,-0.006780656555380369,-0.009429988291577871,0.0,1,0,0,2,5,3,7,7,2,0.15452071880257284,0.18169321511054184,0.2115722464422391,0.1348594784355323,0.15733626786493551,0.1600180733441785,ISSUE,TRANSFER TO ACCOUNT,5058.329730172149,71473.53912446172,EF,POJISTNE,0.28427362813653384,1.0
1065.0,-0.005776153001688571,-0.011546343620181794,0.0,1,0,0,2,4,5,1,3,2,0.1558017704644841,0.18268815270966826,0.21005926880219447,0.13429418635225013,0.15721139207508458,0.15994522959631846,CREDIT,TRANSFER TO ACCOUNT,5024.065138311027,67199.46719688017,EF,POJISTNE,0.24248452013874278,1.0
1066.0,-0.006926766564084178,-0.013141229068665168,0.0,1,0,0,2,4,5,1,3,2,0.15519418203557248,0.18382242207263333,0.20886929345969885,0.1355654305103523,0.1564631337704812,0.1600855381512619,CREDIT,TRANSFER TO ACCOUNT,6933.063023709989,72053.4402505591,IJ,POJISTNE,0.27193520585471354,1.0
1067.0,-0.008731916507040043,-0.012725048507731002,0.0,1,2,2,4,1,4,4,0,2,0.1545719164037025,0.18338330412343426,0.20877623621304556,0.13649432645926873,0.15556427478001777,0.16120994202053124,CREDIT,TRANSFER TO ACCOUNT,6845.1435881684265,73221.09299178424,IJ,POJISTNE,0.286211393198768,1.0
1068.0,-0.011312037879662926,-0.01132107233710267,0.0,1,2,2,0,2,2,2,4,2,0.15568830513514326,0.1835998660197259,0.20770836534193376,0.13610010164595507,0.1560063098141776,0.1608970520430645,ISSUE,TRANSFER TO ACCOUNT,6578.8460797376365,72674.37449225073,IJ,POJISTNE,0.27548322413718707,1.0
1069.0,-0.001765171250766776,-0.014635747226884838,0.0,1,0,3,3,3,0,3,2,2,0.15838361190875996,0.18294088510565562,0.20841014458101267,0.1322742756545215,0.15878810748019087,0.15920297526985938,CREDIT,TRANSFER TO ACCOUNT,5822.597206733992,62045.590458489365,IJ,POJISTNE,0.17439137381061165,1.0
1070.0,-0.004306595185992488,-0.013511983899516609,0.0,1,0,3,3,3,0,5,5,2,0.156761537660034,0.18238927365568333,0.20905111918316058,0.13445530193618657,0.15847013985934308,0.15887262770559238,ISSUE,TRANSFER FROM ACCOUNT,5988.361032156337,65531.2649477378,IJ,POJISTNE,0.2085078774646298,1.0
1071.0,-0.0032533747990454278,-0.013523999099350134,0.0,1,0,3,3,3,0,5,5,2,0.156778885129166,0.18347493690595337,0.20859396247466347,0.13252187728247497,0.15928853524933495,0.15934180295840736,ISSUE,TRANSFER FROM ACCOUNT,6097.041022369867,60462.08395000394,IJ,POJISTNE,0.15826840898665784,1.0
1072.0,-0.007534476436895728,-0.011942532672096537,0.0,1,0,0,2,4,5,1,3,2,0.15484981893798033,0.18247700653248572,0.20918215286405717,0.1350486221947408,0.15683514934202972,0.16160725012870605,ISSUE,TRANSFER FROM ACCOUNT,5784.077432433711,69846.20645799336,IJ,POJISTNE,0.2527458347067555,1.0
1073.0,-0.008093664839491217,-0.010557860533266515,0.0,1,2,0,2,5,3,7,7,2,0.153842046152618,0.18221635665133246,0.21067162351979965,0.1361374490137368,0.15634950177667756,0.16078302288583549,ISSUE,TRANSFER FROM ACCOUNT,6328.2569532267225,74159.74989149912,KL,POJISTNE,0.29582803185855006,1.0
1074.0,-0.0043306048351913025,-0.01334805186735237,0.0,1,0,3,3,3,0,5,5,2,0.1567677340390926,0.18319786174342384,0.20893346993799564,0.13381318199045286,0.15821423991263237,0.15907351237640274,ISSUE,TRANSFER FROM ACCOUNT,6735.772630177179,63444.035198255726,KL,POJISTNE,0.19048879513532965,1.0
1075.0,-0.002543640749024737,-0.014321364212736132,0.0,1,0,3,3,3,0,3,2,2,0.15822638830027133,0.18309608464798133,0.20853641309552032,0.13238695766455008,0.15854353138940816,0.1592106249022687,ISSUE,TRANSFER FROM ACCOUNT,6403.802888219709,62142.86129584811,KL,POJISTNE,0.17412375543726483,1.0
1076.0,-0.007706384961076414,-0.010852090164998603,0.0,1,2,0,2,5,3,7,7,2,0.15418028788164656,0.18259482325078658,0.21035257133700477,0.13575984599732793,0.15668494539726766,0.1604275261359664,ISSUE,TRANSFER FROM ACCOUNT,6397.3932921148535,73603.7966360376,KL,POJISTNE,0.2900659227627312,1.0
1077.0,-0.006833638099351478,-0.01057888364177359,0.0,1,0,0,2,5,3,7,7,2,0.15423607491762267,0.18141324478989077,0.21088595400795698,0.13551598699544154,0.1571997836216136,0.16074895566747435,ISSUE,TRANSFER FROM ACCOUNT,5343.904103346992,73043.6661814491,KL,POJISTNE,0.2903403709818199,1.0
1078.0,-0.007178668355176875,-0.011569647735227362,0.0,1,0,0,2,4,5,1,3,2,0.1551560817102302,0.18252585914490912,0.20948532739959458,0.13526754918080489,0.15745652516870776,0.16010865739575358,ISSUE,TRANSFER FROM ACCOUNT,6015.784511811143,71848.73716333864,KL,POJISTNE,0.26107240571460716,1.0
1079.0,-0.0039655214353513215,-0.013099640262042113,0.0,1,0,3,3,3,0,5,5,2,0.15649196925143513,0.18309421157103856,0.2093041776413246,0.13389557802117458,0.15856764691205089,0.15864641660297618,ISSUE,TRANSFER FROM ACCOUNT,6066.522279018619,63909.83839181427,KL,POJISTNE,0.19761339411167309,1.0
