1.020000000000000000e+03,1.532932267464602871e-01,1.812445196724832563e-01,2.093018933200182785e-01,1.388919975505802651e-01,1.559793882206038373e-01,1.612889744898539923e-01
1.021000000000000000e+03,1.538933835097221758e-01,1.828299874441631501e-01,2.083295160610877661e-01,1.376770957912603621e-01,1.559901916312594894e-01,1.612798255625069177e-01
1.022000000000000000e+03,1.539845501750540802e-01,1.820513332886032620e-01,2.087388435711260981e-01,1.377839545788845654e-01,1.558663835494006888e-01,1.615749348369314442e-01
1.023000000000000000e+03,1.539259845991534370e-01,1.828077655661682344e-01,2.083267544952152051e-01,1.376571382232799901e-01,1.560102645872116223e-01,1.612720925289714835e-01
1.024000000000000000e+03,1.537925406793386740e-01,1.813555322705923678e-01,2.094450219298212290e-01,1.385067400586806885e-01,1.549805372560251193e-01,1.619196278055418936e-01
1.025000000000000000e+03,1.541876603628817288e-01,1.831970339344489718e-01,2.077799232844025623e-01,1.381355860642823064e-01,1.560902827675170745e-01,1.606095135864672729e-01
1.026000000000000000e+03,1.539160720670872118e-01,1.813839461633056094e-01,2.092956003173448432e-01,1.387791001323550044e-01,1.550219388169419010e-01,1.616033425029656245e-01
1.027000000000000000e+03,1.536698018807192423e-01,1.826824186250142201e-01,2.086608123609939580e-01,1.375259869955388625e-01,1.558617606147790213e-01,1.615992195229546957e-01
1.028000000000000000e+03,1.533020493795697881e-01,1.812052601903238469e-01,2.092560725403506960e-01,1.388790203720237648e-01,1.561015343818421830e-01,1.612560631358896934e-01
1.029000000000000000e+03,1.537073603938075295e-01,1.815375871723777235e-01,2.092969537258076718e-01,1.380861268593304159e-01,1.553118805078187448e-01,1.620600913408579147e-01
1.030000000000000000e+03,1.535251776867195550e-01,1.832227228830381749e-01,2.083534664904682643e-01,1.376760997145796694e-01,1.562270607750304574e-01,1.609954724501637957e-01
1.031000000000000000e+03,1.538025446108391425e-01,1.822090541040307932e-01,2.087160359050482250e-01,1.377484103572848007e-01,1.558533922031594132e-01,1.616705628196375699e-01
1.032000000000000000e+03,1.540882290025537005e-01,1.820571663506082571e-01,2.086311349252527036e-01,1.378251310811856867e-01,1.558791972444989182e-01,1.615191413959007338e-01
1.033000000000000000e+03,1.540583815312951688e-01,1.823339965297302578e-01,2.083818928203619303e-01,1.378804213945694912e-01,1.560008750536925337e-01,1.613444326703505904e-01
1.034000000000000000e+03,1.541829051808928652e-01,1.816980809535852226e-01,2.090559336560205428e-01,1.384148306404871798e-01,1.552656953318432287e-01,1.613825542371710442e-01
1.035000000000000000e+03,1.540407683229149671e-01,1.819889480305568463e-01,2.084518057009970282e-01,1.383721899332811811e-01,1.556747038788315329e-01,1.614715841334183888e-01
1.036000000000000000e+03,1.542595195843222411e-01,1.831717897561401798e-01,2.077588658893290419e-01,1.381488145347866681e-01,1.560797274652102051e-01,1.605812827702117751e-01
1.037000000000000000e+03,1.540407706802828514e-01,1.819881325066375066e-01,2.084545334353426482e-01,1.383664675349660922e-01,1.556828987337945391e-01,1.614671971089764457e-01
1.038000000000000000e+03,1.539500173156699292e-01,1.813627701401564207e-01,2.092914561165511445e-01,1.387598812925321112e-01,1.550399831821655250e-01,1.615958919529248417e-01
1.039000000000000000e+03,1.538934782785054411e-01,1.828295811659988446e-01,2.083304171211445288e-01,1.376773087094344539e-01,1.559892343102985135e-01,1.612799804146182736e-01
1.040000000000000000e+03,1.506194819983735222e-01,1.788495731987110593e-01,2.334985612088838758e-01,1.216962653608991834e-01,1.590087077256706616e-01,1.563274105074616283e-01
1.041000000000000000e+03,1.505901801098970816e-01,1.783495546927251763e-01,2.335619091584880125e-01,1.218803624557787679e-01,1.591252880728535046e-01,1.564927055102574294e-01
1.042000000000000000e+03,1.505305529008671983e-01,1.783973424241789563e-01,2.336266284310751784e-01,1.218145080142724185e-01,1.591900722321894501e-01,1.564408959974167845e-01
1.043000000000000000e+03,1.504955615425002668e-01,1.784883569027904959e-01,2.336674943704378504e-01,1.219701420417468318e-01,1.589651018851345188e-01,1.564133432573899807e-01
1.044000000000000000e+03,1.506543879432665212e-01,1.781794313121068396e-01,2.337705031046316273e-01,1.216295417843134968e-01,1.591551014791937058e-01,1.566110343764876844e-01
1.045000000000000000e+03,1.504112134976272053e-01,1.789732504771649468e-01,2.338175022134861003e-01,1.217634852042866200e-01,1.588240875807566399e-01,1.562104610266785432e-01
1.046000000000000000e+03,1.501725927077363354e-01,1.782071576631529264e-01,2.337053128906002586e-01,1.225688783177587976e-01,1.587619732694985630e-01,1.565840851512531051e-01
1.047000000000000000e+03,1.506191272709969664e-01,1.788509920863209646e-01,2.334948397069252224e-01,1.216995744963006720e-01,1.590048754019101895e-01,1.563305910375459018e-01
1.048000000000000000e+03,1.507109957739839190e-01,1.781834961096128156e-01,2.335188127199895602e-01,1.216775586480350613e-01,1.592328049163808101e-01,1.566763318319977782e-01
1.049000000000000000e+03,1.503386334876403718e-01,1.781021734563519032e-01,2.341003703733090524e-01,1.225302649503624275e-01,1.587016754357845338e-01,1.562268822965515447e-01
1.050000000000000000e+03,1.507665528291099177e-01,1.783434699448514238e-01,2.331429586799962095e-01,1.221720981313055426e-01,1.588759740425108036e-01,1.566989463722261444e-01
1.051000000000000000e+03,1.504941860489344974e-01,1.788552715443644525e-01,2.338351896373635219e-01,1.217807933985288610e-01,1.588856565310059199e-01,1.561489028398028167e-01
1.052000000000000000e+03,1.504754764551075041e-01,1.785169924440860034e-01,2.336430007697636868e-01,1.214969456850397006e-01,1.591755630352408857e-01,1.566920216107621222e-01
1.053000000000000000e+03,1.505135310008632599e-01,1.784441552563822697e-01,2.336672890962280258e-01,1.217931971859377849e-01,1.591672970806477516e-01,1.564145303799409359e-01
1.054000000000000000e+03,1.506220248046256371e-01,1.788268719717172883e-01,2.334910705337322201e-01,1.216999776727338972e-01,1.590311612053550150e-01,1.563288938118359839e-01
1.055000000000000000e+03,1.506194916392200045e-01,1.788490438692096063e-01,2.334997609244797434e-01,1.216961496470384957e-01,1.590083841938944309e-01,1.563271697261577331e-01
1.056000000000000000e+03,1.501817915379045631e-01,1.784027108456539834e-01,2.335013088375285373e-01,1.219984749794564283e-01,1.592199894248989278e-01,1.566957243745575878e-01
1.057000000000000000e+03,1.506220337193358016e-01,1.788267718828142339e-01,2.334910861159477657e-01,1.217001257010132398e-01,1.590310040687793747e-01,1.563289785121096120e-01
1.058000000000000000e+03,1.506049983322454988e-01,1.788633461770608724e-01,2.335182691798051435e-01,1.216905671584169596e-01,1.590073628517602866e-01,1.563154563007113362e-01
1.059000000000000000e+03,1.505294392891055322e-01,1.787809178878908556e-01,2.335541892783867257e-01,1.217889798454365596e-01,1.589435707717783697e-01,1.564029029274019433e-01
1.060000000000000000e+03,1.544324414132386414e-01,1.814202268268653717e-01,2.106437164232932147e-01,1.356269923808651745e-01,1.569639379367236964e-01,1.609126850190139013e-01
1.061000000000000000e+03,1.550520023539509740e-01,1.824562874933442491e-01,2.095029969294035233e-01,1.353494112976644514e-01,1.574037947231850254e-01,1.602355072024518601e-01
1.062000000000000000e+03,1.549440078150357003e-01,1.825446145734791747e-01,2.093492080842643821e-01,1.354314926138226460e-01,1.572144317925078527e-01,1.605162451208902719e-01
1.063000000000000000e+03,1.548881653048300999e-01,1.825193774981053174e-01,2.091503686448892008e-01,1.350100747093025966e-01,1.568646236042202935e-01,1.615673902386524641e-01
1.064000000000000000e+03,1.545207188025728429e-01,1.816932151105418447e-01,2.115722464422390980e-01,1.348594784355323095e-01,1.573362678649355140e-01,1.600180733441785019e-01
1.065000000000000000e+03,1.558017704644840962e-01,1.826881527096682611e-01,2.100592688021944709e-01,1.342941863522501278e-01,1.572113920750845828e-01,1.599452295963184612e-01
1.066000000000000000e+03,1.551941820355724755e-01,1.838224220726333291e-01,2.088692934596988460e-01,1.355654305103523027e-01,1.564631337704812108e-01,1.600855381512618913e-01
1.067000000000000000e+03,1.545719164037024917e-01,1.833833041234342598e-01,2.087762362130455573e-01,1.364943264592687333e-01,1.555642747800177750e-01,1.612099420205312383e-01
1.068000000000000000e+03,1.556883051351432568e-01,1.835998660197258880e-01,2.077083653419337650e-01,1.361001016459550683e-01,1.560063098141775961e-01,1.608970520430645090e-01
1.069000000000000000e+03,1.583836119087599636e-01,1.829408851056556207e-01,2.084101445810126740e-01,1.322742756545214893e-01,1.587881074801908710e-01,1.592029752698593814e-01
1.070000000000000000e+03,1.567615376600340060e-01,1.823892736556833316e-01,2.090511191831605775e-01,1.344553019361865720e-01,1.584701398593430788e-01,1.588726277055923786e-01
1.071000000000000000e+03,1.567788851291659902e-01,1.834749369059533730e-01,2.085939624746634691e-01,1.325218772824749702e-01,1.592885352493349504e-01,1.593418029584073581e-01
1.072000000000000000e+03,1.548498189379803325e-01,1.824770065324857193e-01,2.091821528640571692e-01,1.350486221947408139e-01,1.568351493420297171e-01,1.616072501287060537e-01
1.073000000000000000e+03,1.538420461526180116e-01,1.822163566513324562e-01,2.106716235197996501e-01,1.361374490137368110e-01,1.563495017766775574e-01,1.607830228858354860e-01
1.074000000000000000e+03,1.567677340390926100e-01,1.831978617434238399e-01,2.089334699379956362e-01,1.338131819904528619e-01,1.582142399126323651e-01,1.590735123764027426e-01
1.075000000000000000e+03,1.582263883002713312e-01,1.830960846479813275e-01,2.085364130955203177e-01,1.323869576645500812e-01,1.585435313894081599e-01,1.592106249022686992e-01
1.076000000000000000e+03,1.541802878816465605e-01,1.825948232507865754e-01,2.103525713370047734e-01,1.357598459973279326e-01,1.566849453972676554e-01,1.604275261359663918e-01
1.077000000000000000e+03,1.542360749176226731e-01,1.814132447898907652e-01,2.108859540079569828e-01,1.355159869954415397e-01,1.571997836216136035e-01,1.607489556674743525e-01
1.078000000000000000e+03,1.551560817102302092e-01,1.825258591449091250e-01,2.094853273995945786e-01,1.352675491808048858e-01,1.574565251687077561e-01,1.601086573957535841e-01
1.079000000000000000e+03,1.564919692514351313e-01,1.830942115710385565e-01,2.093041776413246124e-01,1.338955780211745772e-01,1.585676469120508858e-01,1.586464166029761813e-01
